figure_id,role,population,dimension,source_table_id,source_row_key,quantity,series,label,source_value_string,plot_value,interval_lower_string,interval_lower,interval_upper_string,interval_upper,estimate_status,interval_status,interval_method,confidence_level_wording,sample_size_string,sample_size,sample_unit,support_band,exported_caution,unavailable_reason,human_majority_positive_n_string,human_majority_positive_n,model_positive_n_string,model_positive_n,fp_string,fp,fn_string,fn,performance_metrics_reportable,pair_family,relation,eligible_pairs_string,eligible_pairs,pair_count_string,pair_count,empty_set_pairs_string,empty_set_pairs,nonempty_proportion_status
figure_1,plotted,baseline,Research Domains,S3T001,alpha ABC,alpha ABC,alpha,,0.5263372741925532,0.5263372741925532,0.46224449389668326,0.46224449389668326,0.585362854021168,0.585362854021168,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Analytical Purposes,S3T002,alpha ABL,alpha ABL,alpha,,0.35754042811994313,0.35754042811994313,0.2886426406123174,0.2886426406123174,0.4208494231896885,0.4208494231896885,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Analytical Purposes,S3T002,delta_A,delta_A,delta,,-0.016493292849379948,-0.016493292849379948,-0.06337903648234683,-0.06337903648234683,0.030864771560157517,0.030864771560157517,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Analytical Purposes,S3T002,delta_B,delta_B,delta,,-0.04266825138963548,-0.04266825138963548,-0.09007301341769156,-0.09007301341769156,0.004732355849434691,0.004732355849434691,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Analytical Purposes,S3T002,delta_C,delta_C,delta,,0.06543028157053765,0.06543028157053765,0.007164737080570046,0.007164737080570046,0.12509711575806076,0.12509711575806076,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Analytical Purposes,S3T002,delta_min,delta_min,delta,,-0.04266825138963548,-0.04266825138963548,-0.09028046253808193,-0.09028046253808193,-0.002141124278556386,-0.002141124278556386,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,alpha ABC,alpha ABC,alpha,,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,alpha LBC,alpha LBC,alpha,,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,alpha ALC,alpha ALC,alpha,,0.9412342124206531,0.9412342124206531,0.84285,0.84285,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,alpha ABL,alpha ABL,alpha,,0.971320899335718,0.971320899335718,0.9021146718988445,0.9021146718988445,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,delta_A,delta_A,delta,,0.0,0.0,0.0,0.0,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,delta_B,delta_B,delta,,0.0014864936874271484,0.0014864936874271484,0.0,0.0,0.01283426004269339,0.01283426004269339,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,delta_C,delta_C,delta,,0.031573180602492035,0.031573180602492035,0.0,0.0,0.10967045588780952,0.10967045588780952,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,COVID-19 tag,S2T002,delta_min,delta_min,delta,,0.0,0.0,0.0,0.0,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha ABC,alpha ABC,alpha,,0.5124552887072049,0.5124552887072049,0.2997067814586063,0.2997067814586063,0.6908777969018933,0.6908777969018933,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha LBC,alpha LBC,alpha,,0.46846749892380535,0.46846749892380535,0.2716950527169506,0.2716950527169506,0.6445285010555947,0.6445285010555947,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha ALC,alpha ALC,alpha,,0.43107544480228077,0.43107544480228077,0.23951035491569783,0.23951035491569783,0.5970117734016156,0.5970117734016156,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha ABL,alpha ABL,alpha,,0.45243902439024386,0.45243902439024386,0.2394756503414479,0.2394756503414479,0.6331832352230231,0.6331832352230231,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_A,delta_A,delta,,-0.04398778978339957,-0.04398778978339957,-0.18119918007452346,-0.18119918007452346,0.10390140935829086,0.10390140935829086,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_B,delta_B,delta,,-0.08137984390492414,-0.08137984390492414,-0.17407822293304956,-0.17407822293304956,0.004117088549351349,0.004117088549351349,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_C,delta_C,delta,,-0.060016264316961054,-0.060016264316961054,-0.18929305820359502,-0.18929305820359502,0.06963786707298113,0.06963786707298113,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_1,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_min,delta_min,delta,,-0.08137984390492414,-0.08137984390492414,-0.2020064067359965,-0.2020064067359965,-0.006490658978949588,-0.006490658978949588,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
