deliverable_id,role,population,dimension,label,source_order,series,quantity,pair,source_file,source_table_id,source_section,source_row_key,source_column_locator,source_value_string,parsed_value,interval_lower_string,parsed_interval_lower,interval_upper_string,parsed_interval_upper,estimate_status,interval_status,original_status_string,interval_method,confidence_level,denominator_string,sample_size,denominator_unit,support_string,support_band,exported_caution,eligible_for_per_label_performance,eligible_for_macro_average,performance_metrics_reportable,unavailable_reason,presentation_note,derivation_id,derivation_operands,row_group,display_percent
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.46846749892380535,0.46846749892380535,0.2716950527169506,0.2716950527169506,0.6445285010555947,0.6445285010555947,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,Fable 5/C02/C03,,,,
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.43107544480228077,0.43107544480228077,0.23951035491569783,0.23951035491569783,0.5970117734016156,0.5970117734016156,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,C01/Fable 5/C03,,,,
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.45243902439024386,0.45243902439024386,0.2394756503414479,0.2394756503414479,0.6331832352230231,0.6331832352230231,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,C01/C02/Fable 5,,,,
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.04398778978339957,-0.04398778978339957,-0.18119918007452346,-0.18119918007452346,0.10390140935829086,0.10390140935829086,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,LBC − ABC,,,,
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.08137984390492414,-0.08137984390492414,-0.17407822293304956,-0.17407822293304956,0.004117088549351349,0.004117088549351349,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,ALC − ABC,,,,
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.060016264316961054,-0.060016264316961054,-0.18929305820359502,-0.18929305820359502,0.06963786707298113,0.06963786707298113,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,ABL − ABC,,,,
Supplementary Figure S1,plotted,baseline,Demographic disparities / equity,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.08137984390492414,-0.08137984390492414,-0.2020064067359965,-0.2020064067359965,-0.006490658978949588,-0.006490658978949588,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_B",,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha ABC,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha ABC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,C01/C02/C03,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,Fable 5/C02/C03,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.9412342124206531,0.9412342124206531,0.84285,0.84285,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,C01/Fable 5/C03,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.971320899335718,0.971320899335718,0.9021146718988445,0.9021146718988445,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,C01/C02/Fable 5,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.0,0.0,0.0,0.0,0.0,0.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,LBC − ABC,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.0014864936874271484,0.0014864936874271484,0.0,0.0,0.01283426004269339,0.01283426004269339,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,ALC − ABC,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.031573180602492035,0.031573180602492035,0.0,0.0,0.10967045588780952,0.10967045588780952,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,ABL − ABC,,,,
Supplementary Figure S1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.0,0.0,0.0,0.0,0.0,0.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_A",,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,alpha,alpha ABC,,analysis/scratch_coder_results/results.md,S3T007,S3,alpha ABC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.46228781652079254,0.46228781652079254,0.3730037856301725,0.3730037856301725,0.543845795271844,0.543845795271844,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,C01/C02/C03,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S3T007,S3,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.4386641380008872,0.4386641380008872,0.3530109383538907,0.3530109383538907,0.5208516106981966,0.5208516106981966,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,Fable 5/C02/C03,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S3T007,S3,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.4429465414674122,0.4429465414674122,0.35778790285304285,0.35778790285304285,0.5221597466880146,0.5221597466880146,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,C01/Fable 5/C03,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S3T007,S3,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.4348981730590701,0.4348981730590701,0.35752219391003653,0.35752219391003653,0.5062883509554733,0.5062883509554733,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,C01/C02/Fable 5,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S3T007,S3,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.023623678519905322,-0.023623678519905322,-0.08214815759469905,-0.08214815759469905,0.03443890090959695,0.03443890090959695,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,LBC − ABC,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S3T007,S3,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.019341275053380347,-0.019341275053380347,-0.07584722018805098,-0.07584722018805098,0.0388734343298827,0.0388734343298827,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,ALC − ABC,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S3T007,S3,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.027389643461722457,-0.027389643461722457,-0.09145152155082648,-0.09145152155082648,0.03537916196925648,0.03537916196925648,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,ABL − ABC,,,,
Supplementary Figure S1,plotted,hard_case,Research Domains,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S3T007,S3,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.027389643461722457,-0.027389643461722457,-0.09563393858782052,-0.09563393858782052,0.010487383888573898,0.010487383888573898,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_C",,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,alpha,alpha ABC,,analysis/scratch_coder_results/results.md,S3T008,S3,alpha ABC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.29174237392340174,0.29174237392340174,0.19358545135196356,0.19358545135196356,0.37686649364084956,0.37686649364084956,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,C01/C02/C03,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S3T008,S3,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.18259925261107035,0.18259925261107035,0.09584068148568015,0.09584068148568015,0.2600351722854806,0.2600351722854806,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,Fable 5/C02/C03,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S3T008,S3,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.17791957263688996,0.17791957263688996,0.09738740729773068,0.09738740729773068,0.25000906995341393,0.25000906995341393,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,C01/Fable 5/C03,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S3T008,S3,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.2556179923215066,0.2556179923215066,0.16981027861931486,0.16981027861931486,0.3434061915076594,0.3434061915076594,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,C01/C02/Fable 5,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S3T008,S3,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.10914312131233139,-0.10914312131233139,-0.1825290234577135,-0.1825290234577135,-0.0341923574470923,-0.0341923574470923,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,LBC − ABC,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S3T008,S3,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.11382280128651179,-0.11382280128651179,-0.18151261576022823,-0.18151261576022823,-0.046104920386667046,-0.046104920386667046,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,ALC − ABC,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S3T008,S3,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.03612438160189513,-0.03612438160189513,-0.12628670219725688,-0.12628670219725688,0.05337672998179515,0.05337672998179515,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,ABL − ABC,,,,
Supplementary Figure S1,plotted,hard_case,Analytical Purposes,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S3T008,S3,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.11382280128651179,-0.11382280128651179,-0.19061601182254387,-0.19061601182254387,-0.05948533232203007,-0.05948533232203007,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,,,,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_B",,,,
Supplementary Figure S1,plotted,hard_case,Demographic disparities / equity,,,alpha,alpha ABC,,analysis/scratch_coder_results/results.md,S2T007,S2,alpha ABC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.653652879783533,0.653652879783533,0.38646342650027976,0.38646342650027976,0.8431372549019608,0.8431372549019608,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,11,LOW SUPPORT,True,,,,,C01/C02/C03,,,,
Supplementary Figure S1,plotted,hard_case,Demographic disparities / equity,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S2T007,S2,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.5390946502057612,0.5390946502057612,0.2282337105284328,0.2282337105284328,0.7530484143878604,0.7530484143878604,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,11,LOW SUPPORT,True,,,,,Fable 5/C02/C03,,,,
Supplementary Figure S1,plotted,hard_case,Demographic disparities / equity,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S2T007,S2,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.5670660997294164,0.5670660997294164,0.29890453834115804,0.29890453834115804,0.7695473251028807,0.7695473251028807,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,11,LOW SUPPORT,True,,,,,C01/Fable 5/C03,,,,
Supplementary Figure S1,plotted,hard_case,Demographic disparities / equity,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S2T007,S2,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.5660783469651314,0.5660783469651314,0.26315789473684215,0.26315789473684215,0.7905063708985277,0.7905063708985277,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,75 records,75,records,11,LOW SUPPORT,True,,,,,C01/C02/Fable 5,,,,
